text,label,label_text
singer ferguson  facing eviction  three degrees star sheila ferguson is the favourite to be evicted from itv s i m a celebrity... get me out of here on monday.  bookmakers ladbrokes says the singer has even odds of being the first contestant to be voted off the show.  it s going to be close but sheila is favourite as she has shown herself to be a bit of a troublemaker   said ladbrokes  warren lush. comic joe pasquale remains odds on favourite to win the reality show. mr lush added that nancy sorrell s chances of an early departure had increased since the surprise arrival of husband vic reeves in the jungle camp last wednesday. notwithstanding  comedian reeves remains 3/1 favourite to win the show  after pasquale.  huggy bear actor antonio fargas also remains a contender for eviction having  done nothing to live up to the pre-show hype .  there has been a big gamble on natalie [appleton] to go... but bookies fancy the millions at home will keep piling on the misery by putting her through more bushtucker trials   added mr lush. the former all saint star has performed dismally in bushtucker trials which have seen her plunged into glass tanks containing putrid waste and challenged to eat fish eyes. on friday  ladbrokes suspended betting after singer brian harvey quit the show folllowing a blazing row with janet street-porter. harvey  who entered the camp a day later than other contestants after learning that his grandmother had died  reached the end of his tether following days of meagre rations and rows.,3,entertainment
ministers deny care sums  wrong  ministers have insisted they are committed to free personal care for the elderly despite research suggesting the cost of the policy was under-estimated.  a report by the fraser of allander institute says the decision to push ahead with the flagship policy was based on flawed research. deputy health minister rhona brankin has pledged to study the research. snp holyrood leader nicola sturgeon said the public needed reassurance that the care programme was secure.  the rise in costs stems from a series of mistakes in the research used by the  care development group  of scottish executive experts who prepared the original costings  according to findings published in the quarterly economic commentary of strathclyde university s fraser of allander institute.  dubious  assumptions about improving health expectancy could drive the cost of the policy up by another £130m by 2022  the report warned.  it was carried out by husband and wife economist team jim and margaret cuthbert. but ms brankin told bbc radio scotland:  we don t think we got our sums wrong.  obviously we will examine the findings of this new report  along with figures from our own research that we have already commissioned.  we will look in great detail at any contribution to this  because we need to be sure we can provide free personal care and nursing care for our older people into the future.  and we are absolutely committed to doing that.   but the scottish national party called on ministers to reassure people that enough funding is in place to support the free personal care policy. ms sturgeon said that while she had no reason to doubt the executive s support for the policy  there were questions which needed to be answered and  if necessary  sums redone. she said:  serious concerns have been raised and there are questions which need to be answered by the scottish executive.  we need to know that the money is there  not just for this year or next year  but into the future so that older people  and those who are looking forward to older age  can rest assured that their personal care needs will be met.,4,politics
ad firm wpp s profits surge 15% uk advertising giant wpp has posted larger-than-expected annual profits and predicted that it will outperform the market in 2005.  pre-tax profits rose 15% from a year ago to reach £546m ($1.04bn)  ahead of average analysts  forecasts of £532m. revenues were £4.3bn while the firm s operating margins were 14.1%  which it said could reach 14.8% by 2006. during the year wpp bought us rival grey global  creating a giant big enough to rival sector leader omnicom.  chief executive martin sorrell on friday told reuters news agency that wpp had submitted a proposal for united business media s nop world market research unit. analysts say the unit sell could sell for up to £350m. wpp in recent years has also bought firms such as ogilvy & mather and cordiant communications. it also includes the firms young & rubicam and j walter thompson. events such as the olympics helped boost wpp s profits in 2004. the company said the us congressional elections and the fifa world cup are likely to present advertising opportunities in the near future. the long-term outlook looks  very favourable  because of media and technology developments and the strength of the us economy  wpp said.,1,business
beckham virus spotted on the net virus writers are trading on interest in david beckham to distribute their malicious wares.  messages are circulating widely that purport to have evidence of the england captain in a compromising position. but anyone visiting the website mentioned in the message will not see pictures of mr beckham but will have their computer infected by a virus. the pernicious program opens a backdoor on a computer so it can be controlled remotely by malicious hackers.  the appearance of the beckham windows trojan is just another example in a long line of viruses that trade on interest in celebrities in an attempt to fuel their spread. tennis player anna kournikova  popstars britney spears and avril lavigne as well as arnold schwarzenegger have all been used in the past to try to con people into opening infected files. the huge amount of interest in mr beckham and his private life and the large number of messages posted to discussion groups on the net might mean that the malicious program catches a lot of people out.  the public s appetite for salacious gossip about the private life of the beckhams might lead some into an unpleasant computer infection   said graham cluley from anti-virus firm sophos. simply opening the message will not infect a user s pc. but anyone visiting the website it mentions who then downloads and opens the fake image file stored on that site will be infected. the program that installs itself is called the hackarmy trojan and it tries to recruit pcs into so-called  bot networks that are often used to distribute spam mail messages or to launch attacks across the web. computers running microsoft windows 95  98  2000  nt and xp are vulnerable to this trojan. many anti-virus programs have been able to detect this trojan since it first appeared early this year and have regularly been updated to catch new variants.,0,tech
harinordoquy suffers france axe number eight imanol harinordoquy has been dropped from france s squad for the six nations match with ireland in dublin on 12 march.  harinordoquy was a second-half replacement in last saturday s 24-18 defeat to wales. bourgoin lock pascal pape  who has recovered from a sprained ankle  returns to the 22-man squad. wing cedric heymans and ludovic valbon come in for aurelien rougerie and jean-philippe grandclaude.  rougerie hurt his chest against wales while grandclaude was a second-half replacement against both england and wales. valbon  capped in last june s tests against the united states and canada  was a second half replacement in the win over scotland.  france coach bernard laporte said harinordoquy had been axed after a poor display last weekend.  imanol has been dropped from the squad because the least i can say is that he didn t make a thundering comeback against wales   said laporte.  we know the ireland game will be fast and rough and we also want to be able to replace both locks during the game if needed  and gregory lamboley can also come on at number seven or eight.  the grand slam is gone but we ll go to ireland to win.  it will be a very exciting game because ireland have three wins under their belt  have just defeated england and have their eyes set on a grand slam.  france  who lost to wales last week  must defeat the irish to keep alive their hopes of retaining the six nations trophy. ireland are unbeaten in this year s tournament and have their sights set on a first grand slam since 1948.  dimitri yachvili (biarritz)  pierre mignoni (clermont)  yann delaigue (castres)  frederic michalak (stade toulousain)  damien traille (biarritz)  yannick jauzion (stade toulousain)  ludovic valbon (biarritz)  christophe dominici (stade francais)  cedric heymans (stade toulousain)  julien laharrague (brive)  sylvain marconnet (stade francais)  nicolas mas (perpignan)  olivier milloud (bourgoin)  sebastien bruno (sale/eng)  william servat (stade toulousain)  fabien pelous (stade toulousain  capt)  jerome thion (biarritz)  pascal pap&#233; (bourgoin)  gregory lamboley (stade toulousain)  serge betsen (biarritz)  julien bonnaire (bourgoin)  yannick nyanga (b&#233;ziers),2,sport
wall street cheers bush victory the us stock market has closed higher in response to george w bush s victory in the presidential elections.  the benchmark dow jones share index closed more than 1% higher at 10 137  while the nasdaq rose 0.9% to 2 004. many investors believe that mr bush s policies are more business-friendly than those of his democrat challenger  john kerry. the higher share prices also reflect relief that a clear winner has emerged from what proved to be a tight poll.  investors had worried that the outcome of the poll would be inconclusive  paving the way for a repeat of the legal wrangling that marred the 2000 election.  the dow lost 5% of its value in the three weeks immediately after that election  when it was unclear who would occupy the white house. mr kerry conceded defeat on wednesday  abandoning last-ditch hopes of carrying the vote in the swing state of ohio.  the relief for the markets may be that we have a decision and can move forward   said tim ghriskey  chief investment officer of solaris asset management. some analysts predicted that the jump in share prices would be short-lived  saying investors would quickly focus once again on the health of the us economy.  i would look at the stock market rally for bush as kind of a one-day event   said ken mayland at clearview economics. the us  recent economic performance has been mixed  with solid growth offset by disappointingly low job creation figures  and mounting worries over a record budget deficit. elsewhere in the financial markets on wednesday  the dollar dipped slightly against the euro and climbed against the yen  while us oil prices closed up $1.26 at $50.88 a barrel in new york. the rise in oil prices partly reflects the view that president bush is less likely than mr kerry to release supplies from the us  strategic oil reserve. share prices in london  frankfurt and paris also closed higher.  successive polls in the run-up to tuesday s election had shown the two candidates running neck and neck.  economic issues  as well as the war in iraq  were the forefront of the campaign. in key swing states such as ohio  which has suffered substantial job losses in the past four years  president bush s handling of the economy became a crucial election issue. senator kerry attacked president bush s economic record during his campaign  hammering home the fact that a net 800 000 jobs were lost during his term in office. president bush focused on the fact that two million jobs have been created in the past year  claiming that it has vindicated his tax-cutting agenda. as for future policies  both candidates pledged to bring america s $422bn federal budget deficit under control. senator kerry planned to increase taxes on those earning more than $200 000 a year. president bush has placed reform of the pensions system at the heart of his economic agenda for a second term. however  economists have said both candidates  economic programmes rested on questionable assumptions about future growth.,1,business
halo fans  hope for sequel xbox video game halo 2 has been released in the us on 9 november  with a uk release two days later. why is the game among the most anticipated of all time   halo is considered by many video game pundits to be one of the finest examples of interactive entertainment ever produced and more than 1.5 million people worldwide have pre-ordered the sequel. a science fiction epic  halo centred the action on a human cyborg  controlled by the player  who had to save his crew from an alien horde after a crash landing on a strange and exotic world contained on the interior surface of a giant ring in space. remembrance of things past it was not - but as a slice of schlock science fiction inspired by works such as larry niven s ringworld and the film starship troopers  it fit the bill perfectly. halo stood out from a crowd of similar titles - it was graphically impressive  had tremendous audio  using dolby digital  a decent storyline  instant playability and impressive physics.  but what marked halo as a classic were the thousands of details which brought a feeling of polish and the enormously-high production values not usually associated with video gaming.  produced by bungie software  renowned for their innovation in gaming  it caused a stir among the gaming fraternity when the developer was bought by microsoft and became an xbox exclusive. claude errera  editor of fansite halo.bungie.org  said:  bungie got everything right. they were really careful to make sure everything worked the way it was supposed to.  nothing distracts you when you were playing. there was nothing in halo that had not been done before but everything in there was as good as it could be.  he added:  graphically it was superior to everything else out there.   it also had a depth to it that made it stand out.  halo was unusually immersive  sucking the player into the action and blurring the interface between screen and controller. it also capitalised on the growing popularity of lan gaming in the pc world - for the first time it became easy to link multiple game consoles together  allowing up to 16 players to battle against each other at the same time.  the game instantly cultivated an online following  which continues today with a score of halo fan websites following every aspect of the sequel  halo 2. errera spends three to fours hours a day of his own time maintaining the hugely popular website  which attracts 600 000 page views a day from halo fans eager for the latest news.  when the xbox launched on november 15 2001 in the us  halo was one of the launch titles and had an immediate impact on critics and consumers.  halo is the most important launch game for any console ever   wrote the influential edge magazine in its review  giving it a rare 10 out of 10 mark. the game had its critics and while it is not a one-off original as a game  it brought many original touches and flourishes to the genre which have defined all other first person shooters since.  the first time i played it i just stood there watching the spent shells fall out of my gun   said errera  remarking on the level of detail in the game.  the game also inspired thousands of people to write their own fiction based on the storyline and produce downloadable video clips of the many weird and wonderful things that can be done in the game.  it blew me away the first time someone managed to climb to the top of halo   said errera  referring to a fan who had created a video of master chief scaling the landscape of the graphical world. video clips of the more outrageous stunts that are possible thanks to the game s amazing physics engine are incredibly popular and some have attained a cult following. speculation about the sequel has seen every titbit analysed and poured over with all the intent of a forensic scientist examining a body. when early screenshots of the game were released some people wrote essay-length articles highlighting everything from the texture of graphics to clues about the story line. errera said expectations of the sequel among fans were sky high.  it does not feel like a game release any more. somebody told me this was the biggest single release of any product in microsoft s history.  we re all just hoping that bungie has got it right again.   halo 2 is out on 9 november in the us and 11 november in the uk,0,tech
mobiles double up as bus tickets mobiles could soon double up as travel cards  with nokia planning to try out a wireless ticket system on german buses.  early next year travellers in the city of hanau  near frankfurt  will be able to pay for tickets by passing their phone over a smart-card reader already installed on the buses. passengers will need to own a nokia 3220 handset which will have a special shell attached to it. the system would reduce queues and make travelling easier  said nokia.  transport systems around the world are seeing the advantage of using ticketless smartcards. using a mobile phone is the next step  said gerhard romen  head of market development at nokia.  the ticketless trial will start early in 2005 and people will also be able to access transport information and timetables via their phones. nokia has worked with electronics giant philips to develop a shell for the mobile phone that will be compatible with hanau s existing ticketing system. the system opens up possibilities for mobile devices to be interact with everyday environments  said mr romen.  it could be used in shops to get product information  at bus-stops to get information about the next bus or  for example  by being passed over an advert of a rock star to find out details of concerts or get ringtones   he told the bbc news website. he is confident that the trial being run in germany could be extended to transport systems in other countries.  the technology offers access to a lot of services and makes it easy to get the information you want   he said.,0,tech
davenport dismantles young rival top seed lindsay davenport booked her place in the last 16 of the australian open with a convincing 6-2 6-4 win over nicole vaidisova of the czech republic.  the american had too much power for her 15-year-old opponent  breaking twice in the first set and once in the second. the german-born vaidisova rallied well at times but was unable to find a way back after falling behind 3-2 in the opening set. davenport  who closed out with an ace  plays karolina sprem in the next round.  i was fully expecting a tough opponent and was able to play well enough to get through it   said davenport.  i think she hits some great shots. she made some errors but probably some inexperience played a role in that. but she s so young and obviously has a big game and has many  many years to improve on that.  sprem  the croatian 13th seed  saw off russia s elena likhovtseva 6-3 6-2. former world number one  powered her way into the fourth round with a straight sets win over anna smashnova. the 27th seed from israel stuck with williams until 3-3 in the first set before it became one-way traffic.  the american made 26 unforced errors but was still good enough to romp through the contest in exactly an hour. she reeled off nine straight games to finish a 6-3 6-0 winner.  remains on course to become the first australian to win her home title since chris o neil in 1978. the 10th seed equalled her best performance at a grand slam event when she beat unseeded russian nadia petrova 6-3 6-2 to reach the fourth round. after a tough first set  molik grew in confidence and won in just 56 minutes. she will now meet venus williams.  bring it on   said the 23-year-old.  i played pretty well and it was nice to get through in straight sets.   we were destined to meet  i guess   williams said referring to her match with molik.  it will be a huge match for her in australia. i can tell she s probably very motivated by that so i need to get out there and play well.   beat slovakia s daniela hantuchova in a rollercoaster match. dementieva came through 7-5 5-7 6-4  becoming the seventh russian woman to reach the last 16 in melbourne. the match lasted almost three hours and featured 13 service breaks  including three in the final set when dementieva held her nerve to seal the win. she now faces  after the swiss 12th seed beat american abigail spears 7-6 6-3. french open champion  received a free ride into the last 16 after lisa raymond was forced to withdraw. raymond  the 25th seeded american  was ruled out after sustaining a left abdominal muscle tear in the doubles. myskina  the third seed  now plays france s  who beat francesca schiavone of italy 6-3 6-3.  i m extremely disappointed because i couldn t have asked to play better in my first two matches   raymond said.,2,sport
fiat chief takes steering wheel the chief executive of the fiat conglomerate has taken day-to-day control of its struggling car business in an effort to turn it around.  sergio marchionne has replaced herbert demel as chief executive of fiat auto  with mr demel leaving the company. mr marchionne becomes the fourth head of the business - which is expected to make a 800m euro ($1bn) loss in 2004 - in as many years. fiat underperformed the market in europe last year  seeing flat sales.  the car business has made an operating loss in five of the last six years and was forced to push back its break-even target from 2005 to 2006. the management changes are part of a wider shake-up of the business following fiat s resolution of its dispute with general motors. as part of a major restructuring  fiat is to integrate the maserati car company - currently owned by ferrari - within its own operations. ferrari  in which fiat owns a majority stake  could be separately floated on the stock market in either 2006 or 2007.  mr marchionne  who only joined the company last year  said fiat auto was now the  principal focus  of his attention.  i have made the decision to take on the post of chief executive of the auto unit to speed up the company s recovery   he said.  a profound cultural transformation is underway following a management reorganisation that has delivered a more agile and efficient structure   he added.  although mr marchionne does not have a background in the car industry  he has been playing an increasing role in the group s activities. last year  he said that a series of new models  launched as part of the group s recovery plan  had not boosted revenues as much as hoped. the car business  best known for its alfa romeo marque  is expected to make a loss of about 800m euros in 2004. sales are expected to fall in 2005  fiat said this week  as it exits unprofitable areas such as the rental car market. mr demel  a car industry veteran  took the helm in november 2003 after being recruited by former fiat chief executive giuseppe morchio. mr morchio made a bid last year to become chairman after the death of president umberto agnelli. however  this was rejected by the founding agnelli family and mr morchio subsequently resigned. earlier this week  fiat reached an agreement with gm to dissolve an alliance which could have obliged gm to buy the italian firm outright. gm will pay fiat $2bn as part of the settlement.,1,business
mourinho expects fight to finish chelsea manager jose mourinho expects the champions league clash with barcelona to be a fight to the finish.  mourinho is relishing the first leg of the tie against his former club in the last 16 in the nou camp. he said:  i wouldn t be surprised if nothing had been decided by the last minute of the return leg and the match had to go into extra time.  i have to defend what is mine and the champions league is mine at the moment. i m the last manager to have won it.  mourinho never coached barcelona  assisting both sir bobby robson and louis van gaal. but he is not envious  insisting:  i don t have to be jealous about barcelona because they have 100 years of history and have won the european cup once.   i have been managing for five years and i have the same amount of champions league trophies to my name.  barcelona star ronaldinho admitted:  i think that it is going to be a difficult match for us because chelsea have a good team full of big stars.  i have seen chelsea a few times on television  tactically they are very good and they are very strong on the counter-attack.  they pressure very well and keep possession of the ball so it will be important that we play our own game.  i believe they are the two strongest teams in europe. nevertheless  barcelona are accustomed to playing big games at the nou camp  where they have to face the likes of real madrid each season.  it is a special game  the atmosphere in the city changes  there are lots of journalists but inside the dressing room there is not a lot of difference   ronaldinho added.  we are only thinking of winning the match with all respect to the opposition.,2,sport
prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,3,entertainment
tory  stalking horse  meyer dies sir anthony meyer  the tory backbencher who challenged margaret thatcher for the party leadership in 1989  has died.  he was 84  had been suffering from cancer for many months  and died at his london home. that failed  stalking horse  leadership challenge made it easier for michael heseltine to mount his own bid. that in turn paved the way for john major to move into 10 downing street  after the second ballot. meyer s constituency party  clwyd north west  which he had represented as an mp for more than 20 years  deselected him as a result of that challenge. sir anthony john charles meyer was born on 27 october  1920. educated at eton  and at new college  oxford  he served in the scots guards from 1941 to 1945 and was wounded in tanks in normandy. he worked under edward heath on europe at the foreign office and subsequently won the eton and slough seat for the tories in 1964 - by 11 votes. labour regained the seat two years later  and meyer had to wait until 1970 before he could re-enter parliament. his prospects of a front bench slot remained remote because he tended to defy the party line.,4,politics
boro suffer morrison injury blow middlesbrough midfielder james morrison has been ruled out for up to eight weeks after an operation on tuesday.  the 18-year-old  who has played in 13 of the club s last 14 games  had surgery to repair a double hernia. a club spokesman confirmed:  it is a bilateral sportsman s hernia  which was operated on yesterday.  morrison was sent for scans after being substituted at half-time during boro s 2-1 uefa cup win over graz ak in which he scored the equaliser. his injury is the latest blow for the teessiders  who have been without gaizka mendieta  george boateng and mark viduka for extended periods. meanwhile  the kick-off time for boro s uefa cup match at sporting lisbon on 17 march has been brought forward from 2115 gmt to 1945 gmt.,2,sport
brown outlines third term vision gordon brown has outlined what he thinks should be the key themes of new labour s next general election bid.  he said ensuring every child in britain had the best start in life could be a legacy to match the nhs s creation. the chancellor has previously planned the party s election strategy but this time the role will be filled by alan milburn - a key ally of tony blair. the premier insisted mr brown will have a key role in labour s campaign  and praised his handling of the economy.  writing in the guardian newspaper  mr brown outlined his view of the direction new labour should be taking.  as our manifesto and our programme for the coming decade should make clear  labour s ambition is not simply tackling idleness but delivering full employment; not just attacking ignorance  disease and squalor but promoting lifelong education  good health and sustainable communities.  bbc political editor andrew marr said that mr brown s article was  a warning shot  to mr blair not to try and cut him out of the manifesto writing process.  it was  as always  coded and careful... but entirely deliberate   was mr marr s assessment. the prime minister was asked about mr brown s article and about his election role when he appeared on bbc radio 4 s today programme. mr blair said a decision had yet to be taken over how the election would be run but the chancellor s role would be  central . mr blair argued that under new labour the country had changed for the better and that was  in part  because of mr brown s management of the economy. and he pledged childcare would be a  centrepiece  of labour s manifesto. he also predicted the next general election will be a  tough  tough fight  for new labour. but the prime minister insisted he did not know what date the poll would take place despite speculation about 5 may. mr blair said he was taking  nothing for granted  ahead of the vote - warning that the tory strategy was to win power via the back door by hinting they were aiming to cut labour s majority instead of hoping for an outright win.,4,politics
campese berates whingeing england former australian wing david campese has told england to stop whingeing in the wake of their defeat to ireland.  england coach andy robinson lambasted referee jonathan kaplan for costing them the game after disallowing tries from mark cueto and josh lewsey. but campese told bbc sport:  robinson is living up to england s reputation as whingeing poms.  stop going on about it as who really cares  they re acting like they re the first team to be cheated of a win.   england are contemplating a complaint to the international rugby board after potential  tries  by cueto in the first half and lewsey late on were ruled out without recourse to the video referee. but campese added:  scotland could have beaten france in the same way  but do you see them whingeing   basically  things didn t go england s way and  in typical fashion  they make more of it when they believe they ve lost unfairly.   england are second bottom in the six nations table following defeats by wales  france and ireland. but although campese admitted he was surprised about their current predicament  he insisted england were  no longer world class .  england are beginning to realise that being world champions doesn t mean you deserve to win every game   he said.  they lost a few key players and suddenly everyone s realised the ones on the fringes were not all that good in the first place.  added to that  the senior players aren t standing up and they can t do anything when the pressure mounts.   campese  a veteran of 101 international caps  said full-back jason robinson would now be the sole englishman in his world xv. robinson has been blamed for poor leadership in the tournament  while his coach has been castigated for appointing a full-back captain.  i agree that you can t captain from full-back   said campese.  you need someone in the thick of the action  and it s very hard to give orders from all the way back there.  some people are leaders and some aren t. he s not but there s no one who stands out in england s pack - no clear-cut leaders.  campese  though  defended coach andy robinson  who he believes was the  only choice  after sir clive woodward s resignation.  but he blamed  a lack of talent in the england camp  for making the current coach look poor. england face a potential wooden spoon match against italy on 12 march. and the ex-wallaby added:  if england lost that  they d be in bloody turmoil. that said  i don t think they will.  campese has tipped wales to win both the six nations and grand slam come the end of the tournament.  it s been a surprising tournament   he said   and maybe ireland have a little bit more talent overall.  but playing at home is a major boost. and the possible grand slam decider at the millennium stadium will be just too much for the irish.,2,sport
howard s unfinished business  he s not finished yet   whispered the conservative party person as your reporter attempted to slip quietly from the hall. and indeed he wasn t. michael howard had already broken away from the printed text of his speech  at his party s spring conference in brighton  to deliver a smart rebuff to peter hain s description of him as an  attack mongrel   claiming such personal abuse meant labour was  rattled  by the tory challenge. and here he was again  moving to the front of the stage as the party faithful rose to their feet in applause  to make a personal  ad-libbed appeal to them to go out and fight for victory.  one day you will be able to tell your children and grandchildren as i will tell mine   i was there. i did my bit. i played my part. i helped to win that famous election - the election that transformed our country for the better .  the speech  which was peppered with references to mr howard s humble beginnings as the  child of immigrants   had been introduced by his son nick  a trainee vicar  who praised his father s honesty.  i always know where i am with him because all my life he has meant what he has said to me   he said. mr howard was also joined on stage by his wife sandra  daughter larissa and stepson sholto.  the audience s reaction to all of this was a little muted by party conference standards.  but mr howard s overall message - that the tories have labour on the run and that they can win the next election - did not sound quite as hollow as it might have done six months ago. mr howard claimed  with some justification  that the tories  campaign has got off to a  great start . they have had labour on the back foot over immigration  with tony blair hastily adding a sixth promise on the issue to his latest pledge card  and have even managed to score points in traditional labour territory such as health and education. the stunts involving margaret dixon with her postponed operation and maria hutchings with concerns about her son s special needs education may not have been to everyone s taste  but they succeeded in bringing the issues alive and forcing labour to react. senior tories believe they are  at long last  starting to tap into the public mood  cutting through the background noise to connect with the ordinary voter. their latest poster campaign flags up a range of policies from better school discipline  cleaner hospitals ( i mean  how hard is it to keep a hospital clean  ) and immigration ( it s not racist to impose limits on immigration ) - under the headline  are you thinking what we are thinking   this  they say  contrasts with labour s negative campaigning  such as its now infamous  flying pigs  poster.  oliver letwin  one of the men lampooned in the labour poster  affects bewilderment at what he believes is labour s loss of its once sure footing on the campaign trail. the peter hain  mongrel  attack  he says  is just the latest example of the party getting the tone wrong - a by-product  he claims  of the tories setting the agenda.   i have to say i don t understand what they are doing. the labour machine appears to be in some kind of state of shock  it doesn t seem to know what to do.  a few weeks of positive headlines have also done wonders for tory activists  morale - likely to be a crucial factor at an election which  most analysts seem to agree  will hinge on which party can get their core support out.  it has been a fantastic few weeks   said 20-year-old politics student nick vaughan.  our policies have been getting in the media and there is a sense that we can win. i wouldn t be here if i didn t think we could.  some delegates even spoke of the next election being like 1970  when ted heath  behind in the polls and written off by the pundits  snatched victory from harold wilson s labour party.  they all insisted it was not going to be a re-run of 2001.  we thought in 2001 we were going to dent that massive majority but it just didn t happen   said john murray  of aldridge browhills conservatives.  it was very disappointing. this time it really is different.  whoever is running our strategy from the top has got it bang on. blair is on the back foot.  much of the credit for the tories  recent change of fortune must go to lynton crosby  the australian strategist who succeeded in turning political veteran and apparent no-hoper john howard  of australia s liberal party  into a serial election winner. the tories still have a mountain climb if michael howard is to walk through the doors of number 10. even allowing for the natural bias against the tories in some opinion polls  they are still behind  when to have a chance of overturning labour s whopping majority  they should really be ahead. but as they gear up for the start of the campaign proper  the party at least has reason to hope that  like his australian namesake  mr howard really isn t finished yet.,4,politics
edu describes tunnel fracas arsenal s edu has lifted the lid on the scenes that followed manchester united s win over the gunners.  the brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at united boss sir alex ferguson.  i saw people being pulled apart  people pushing  pointing and shouting   he told uefa s official website.  the united players were trying to wind us up about the result but i didn t see any soup being thrown at anyone.  however  edu tried to play down the incidents  adding:  there was nothing that i haven t seen in brazilian derbies.  derby matches in brazil are worse. i like to play in games like this with this intense rivalry.  but edu was highly critical of the ferocity of some of united s challenges during the game  particularly on jose antonio reyes.  i think we were a lot fairer in the tackles than united   he said.  reyes was being kicked all over the park - they were beating up the boy and gary neville was tackling in such a way that he should have been sent off.  following the game  the football association said it would look into events in the tunnel. it also charged ruud van nistelrooy with serious foul play while arsenal boss arsene wenger has been asked to explain comments he made about the referee.,2,sport
rapper 50 cent ends protege feud rapper 50 cent has ended his public feud with his protege the game as the pair said they wanted to be good role models for their communities.  the row blew up when 50 cent threw the game out of his g-unit crew and accused him of being disloyal. a member of the game s entourage was reportedly shot outside a radio station where 50 cent was being interviewed. but the pair shook hands as they handed over money to music projects for new york s deprived areas on wednesday.  the game  whose real name is jayceon taylor  told a news conference:  i want to apologise. i m almost ashamed to have participated in the things that went on over the last few weeks.  chart-topper 50 cent  real name curtis jackson  said the truce came on the anniversary of the death of the notorious big in 1997  who was part of a volatile feud between the east and west coast rap scenes.  we re here today to show that people can rise above the most difficult circumstances and together we can put negativity behind us   50 cent said.   a lot of people don t want to see it happen  but we re responding to the two most important groups - our family and our fans.  the boys choir of harlem got a cheque for $150 000 (£77 800) from 50 cent  while the game handed over $103 500 (£53 400). the game also made a contribution to the compton schools music programme. 50 cent announced he has launched the g-unity foundation  to help people overcome obstacles and make a chance for the better in their lives .   i realised that if i m going to be effective at that  i have to overcome some of my own   he said.  game and i need to set an example in the community.  50 cent is no stranger to feuds  with rapper ja rule among the targets for ridicule in his songs. on his latest album  released earlier this month  he turned his attentions to fat joe and nas  who have both worked with ja rule. both he and the game have admitted drug dealing in the past and have both been shot.,3,entertainment
emi shares hit by profit warning shares in music giant emi have sunk by more than 16% after the firm issued a profit warning following disappointing sales and delays to two album releases.  emi said music sales for the year to march will fall 8-9% from the year before  with profits set to be 15% lower than analysts had expected. it blamed poor sales since christmas and delays to the releases of new albums by coldplay and gorillaz. by 1200 gmt on monday  emi shares were down 16.2% at 235.75 pence.  emi said two major albums scheduled for release before the end of the financial year in march - one by coldplay and one by gorillaz - have now had their release dates put back.   emi music s sales  particularly re-orders  in january have also been lower than anticipated and this is expected to continue through february and march   the company added.  therefore  for the full year  at constant currency  emi music s sales are now expected to be 8% to 9% lower than the prior year.  the company said it expected profits to be about £138m ($259.8m). alain levy  chairman and chief executive of emi music  described the performance as  disappointing   but added that he remained optimistic over future trends in the industry.  the physical music market is showing signs of stabilisation in many parts of the world and digital music  in all its forms  continues to develop at a rapid pace   he said.  commenting on the delay to the release of the coldplay and gorillaz albums  mr levy said that  creating and marketing music is not an exact science and cannot always coincide with our reporting periods .  while this rescheduling and recent softness is disappointing  it does not change my views of the improving health of the global recorded music industry   he added. paul richards  an analyst at numis securities  said the market would be focusing on the slump in music sales rather than the timing of the two albums.  it s unusual to see this much of a downgrade just because of phasing   he said.,1,business
